doc_id,title,abstract,clean_abstract,year,doi,source,authors,keywords,journal,language,top_terms_no_stopwords
7ee02868da69,ORIGINAL RESEARCHpublished: 27 September 2021doi: 10.3389/frsus.2021.694317,"ORIGINAL RESEARCH published: 27 September 2021 doi: 10.3389/frsus.2021.694317 Frontiers in Sustainability | www.frontiersin.org 1 September 2021 | Volume 2 | Article 694317 Edited by: Zeeda Fatimah Binti Mohamad, University of Malaya, Malaysia Reviewed by: MatjaŽ Maleti ˇc, University of Maribor, Slovenia Luis Velazquez, Universidad de Sonora, Mexico Giulia Sonetti, Politecnico di Torino, Italy *Correspondence: Ingrid Molderez ingrid.molderez@kuleuven.be Specialty section: This article was submitted to Sustainable Organizations, a section of the journal Frontiers in Sustainability Received: 12 April 2021 Accepted: 20 August 2021 Published: 27 September 2021 Citation: Molderez I, Baraniuk D and Lambrechts W (2021) The Role of Poetry in Promoting a Sustainability Mindset: Walter Benjamin as a Guide Toward a Slow Journey.","ORIGINAL RESEARCH published: 27 September 2021 doi: 10.3389/frsus.2021.694317 Frontiers in Sustainability | www.frontiersin.org 1 September 2021 | Volume 2 | Article 694317 Edited by: Zeeda Fatimah Binti Mohamad, University of Malaya, Malaysia Reviewed by: MatjaŽ Maleti ˇc, University of Maribor, Slovenia Luis Velazquez, Universidad de Sonora, Mexico Giulia Sonetti, Politecnico di Torino, Italy *Correspondence: Ingrid Molderez ingrid.molderez@kuleuven.be Specialty section: This article was submitted to Sustainable Organizations, a section of the journal Frontiers in Sustainability Received: 12 April 2021 Accepted: 20 August 2021 Published: 27 September 2021 Citation: Molderez I, Baraniuk D and Lambrechts W (2021) The Role of Poetry in Promoting a Sustainability Mindset: Walter Benjamin as a Guide Toward a Slow Journey.",2021,10.3389/frsus.2021.694317,rclone_drive,Ingrid Molderez,education for sustainable development; poetry; sustainability mindset; reﬂection; Walter Benjamin,The emergence of highly complex sustainability challenges in modern society has led to the necessity of searching for more effective approaches to education for sustainable development.,en,sustainability; poetry; students; education; ection; nature; poems; mindset; business; sustainable; respondent; also
eb06a37d4bff,"Advances in PhysicsVol. 00, No. 00, Month-Month 200x, 1–135","00, Month-Month 200x, 1–135 Ultracold atomic gases in optical lattices: Mimicking condensed matter physics and beyond Maciej Lewenstein, ICREA and ICFO-Institut de Ci`encies Fot`oniques, E-08660 Castelldefels (Barcelona) Spain Anna Sanpera, ICREA and Grup de F´ısica Te`orica, Universitat Aut`onoma de Barcelona, E-08193 Bellaterra, Spain Veronica Ahuﬁnger, ICREA and Grup d’Optica, Universitat Aut`onoma de Barcelona, E-08193 Bellaterra, Spain Bogdan Damski, Theory Division, Los Alamos National Laboratory, MS-B213, Los Alamos, NM 87545, USA Aditi Sen(De), and Ujjwal Sen ICFO-Institut de Ci`encies Fot`oniques, E-08660 Castelldefels (Barcelona) Spain (Received 00 Month 200x; In ﬁnal form 00 Month 200x) We review recent developments in the physics of ultracold atomic and molecular gases in optical lattices.","00, Month-Month 200x, 1–135 Ultracold atomic gases in optical lattices: Mimicking condensed matter physics and beyond Maciej Lewenstein, ICREA and ICFO-Institut de Ci`encies Fot`oniques, E-08660 Castelldefels (Barcelona) Spain Anna Sanpera, ICREA and Grup de F´ısica Te`orica, Universitat Aut`onoma de Barcelona, E-08193 Bellaterra, Spain Veronica Ahuﬁnger, ICREA and Grup d’Optica, Universitat Aut`onoma de Barcelona, E-08193 Bellaterra, Spain Bogdan Damski, Theory Division, Los Alamos National Laboratory, MS-B213, Los Alamos, NM 87545, USA Aditi Sen(De), and Ujjwal Sen ICFO-Institut de Ci`encies Fot`oniques, E-08660 Castelldefels (Barcelona) Spain (Received 00 Month 200x; In ﬁnal form 00 Month 200x) We review recent developments in the physics of ultracold atomic and molecular gases in optical lattices.",,,rclone_drive,"Vol. 00, No. 00, Month-Month 200x, 1–135 Ultracold atomic gases in optical lattices:",,jal_12_12_2006.dvi,en,phys; spin; quantum; state; lett; lattice; states; atoms; model; systems; phase; system
af8a4bb626f4,Give to AgEcon Search,"Trees can be considered as investments made by economic agents to prevent depreciation of natural assets such as stocks of top soil and water. In agroforestry systems farmers use trees in this manner by deliberately combining them with agricultural crops on the same unit of land. Although advocates of agroforestry have asserted that soil conservation is one of its primary benefits, empirical estimates of these benefits have been lacking due to temporal and spatial complexity of agroforestry systems and the nonmarket aspect of soil capital assets. This study designs and applies a bio-economic framework for valuing the soil conservation benefits of agroforestry. The framework is tested with econometric analysis of data from surveys of households in Eastern Visayas, Philippines, where USAID /Government of Philippines introduced contour hedgerow agroforestry in 1983. By constructing a weighted soil quality index that also incorporates measures of soil fertility, texture and color in addition to erosion, we extend previous economic studies of soil resources. This index is regressed on a variety of farming and site specific bio-physical variables. Next, we use a Cobb-Douglas profit function to directly relate agricultural profits and soil quality. Thus, the value of soil conservation is measured as a quasi-rent differential or the share of producer surplus associated with a change in soil quality. Because this framework assumes the existence of markets, the assumption is tested by analysing the statistical significance of consumption side variables, e.g., number of household members, on production side variables, e.g., profits. Instrumental variables are used to handle the endogeneity of the soil index in the profit equation. Seemingly unrelated regression (SUR) analysis is used to accommodate correlation of errors across the soil and profit equations. Regression results reveal the importance of agroforestry intensity, private ownership, land fragmentation, and familiarity with soil conservation as positive covariates of soil quality. Analysis of production data indicate the importance of market prices, education, farming experience, farm size, topography, and soil quality as positive covariates of household profits. Investments in agroforestry to improve or maintain soil capital can increased annual agricultural profits by US$53 for the typical household, which is 6% of total income. However, there are significant up-front costs. Given that small farmers in tropical uplands are important players in the management of deteriorating soil and forest resources, policy makers may want to consider supporting farmers in the early years of agroforestry adoption. Published by Elsevier Science B.V.","Trees can be considered as investments made by economic agents to prevent depreciation of natural assets such as stocks of top soil and water. In agroforestry systems farmers use trees in this manner by deliberately combining them with agricultural crops on the same unit of land. Although advocates of agroforestry have asserted that soil conservation is one of its primary benefits, empirical estimates of these benefits have been lacking due to temporal and spatial complexity of agroforestry systems and the nonmarket aspect of soil capital assets. This study designs and applies a bio-economic framework for valuing the soil conservation benefits of agroforestry. The framework is tested with econometric analysis of data from surveys of households in Eastern Visayas, Philippines, where USAID /Government of Philippines introduced contour hedgerow agroforestry in 1983. By constructing a weighted soil quality index that also incorporates measures of soil fertility, texture and color in addition to erosion, we extend previous economic studies of soil resources. This index is regressed on a variety of farming and site specific bio-physical variables. Next, we use a Cobb-Douglas profit function to directly relate agricultural profits and soil quality. Thus, the value of soil conservation is measured as a quasi-rent differential or the share of producer surplus associated with a change in soil quality. Because this framework assumes the existence of markets, the assumption is tested by analysing the statistical significance of consumption side variables, e.g., number of household members, on production side variables, e.g., profits. Instrumental variables are used to handle the endogeneity of the soil index in the profit equation. Seemingly unrelated regression (SUR) analysis is used to accommodate correlation of errors across the soil and profit equations. Regression results reveal the importance of agroforestry intensity, private ownership, land fragmentation, and familiarity with soil conservation as positive covariates of soil quality. Analysis of production data indicate the importance of market prices, education, farming experience, farm size, topography, and soil quality as positive covariates of household profits. Investments in agroforestry to improve or maintain soil capital can increased annual agricultural profits by US$53 for the typical household, which is 6% of total income. However, there are significant up-front costs. Given that small farmers in tropical uplands are important players in the management of deteriorating soil and forest resources, policy makers may want to consider supporting farmers in the early years of agroforestry adoption. Published by Elsevier Science B.V.",1998,,rclone_drive,TRIGONIX,Agroforestry; Contour hedgerows; Soil consevation; Bio-economic framework,agec1998v018i001a003_Images.pdf,en,soil; agroforestry; conservation; agricultural; farm; household; benefits; model; profit; equation; variable; adoption
a0b7d40cc5ea,"Earth Syst. Dynam., 8, 323–336, 2017www.earth-syst-dynam.net/8/323/2017/doi:10.5194/esd-8-323-2017© Author(s) 2017. CC Attribution 3.0 License.",". Previous studies have attributed an overall weaker (or slower) polar ampliﬁcation in Antarctica com- pared to the Arctic to a weaker Antarctic surface albedo feedback and also to more efﬁcient ocean heat uptake in the Southern Ocean in combination with Antarctic ozone depletion. Here, the role of the Antarctic surface height for meridional heat transport and local radiative feedbacks, including the surface albedo feedback, was investigated based on CO2-doubling experiments in a low-resolution coupled climate model. When Antarctica was assumed to be ﬂat, the north–south asymmetry of the zonal mean top of the atmosphere radiation budget was notably reduced. Doubling CO2 in a ﬂat Antarctica (ﬂat AA) model setup led to a stronger increase in south- ern hemispheric poleward atmospheric and oceanic heat transport compared to the base model setup. Based on partial radiative perturbation (PRP) computations, it was shown that local radiative feedbacks and an increase in the CO2 forcing in the deeper atmospheric column also contributed to stronger Antarctic warming in the ﬂat AA model setup, and the roles of the individual radiative feedbacks are discussed in some detail. A considerable fraction (between 24 and 80 % for three consecutive 25-year time slices starting in year 51 and ending in year 126 after CO2 doubling) of the polar ampliﬁcation asymmetry was explained by the difference in surface height, but the fraction was subject to transient changes and might to some extent also depend on model uncertainties. In order to arrive at a more reliable estimate of the role of land height for the observed polar ampliﬁcation asym- metry, additional studies based on ensemble runs from higher-resolution models and an improved model setup with a more realistic gradual increase in the CO2 concentration are required.",". Previous studies have attributed an overall weaker (or slower) polar ampliﬁcation in Antarctica com- pared to the Arctic to a weaker Antarctic surface albedo feedback and also to more efﬁcient ocean heat uptake in the Southern Ocean in combination with Antarctic ozone depletion. Here, the role of the Antarctic surface height for meridional heat transport and local radiative feedbacks, including the surface albedo feedback, was investigated based on CO2-doubling experiments in a low-resolution coupled climate model. When Antarctica was assumed to be ﬂat, the north–south asymmetry of the zonal mean top of the atmosphere radiation budget was notably reduced. Doubling CO2 in a ﬂat Antarctica (ﬂat AA) model setup led to a stronger increase in south- ern hemispheric poleward atmospheric and oceanic heat transport compared to the base model setup. Based on partial radiative perturbation (PRP) computations, it was shown that local radiative feedbacks and an increase in the CO2 forcing in the deeper atmospheric column also contributed to stronger Antarctic warming in the ﬂat AA model setup, and the roles of the individual radiative feedbacks are discussed in some detail. A considerable fraction (between 24 and 80 % for three consecutive 25-year time slices starting in year 51 and ending in year 126 after CO2 doubling) of the polar ampliﬁcation asymmetry was explained by the difference in surface height, but the fraction was subject to transient changes and might to some extent also depend on model uncertainties. In order to arrive at a more reliable estimate of the role of land height for the observed polar ampliﬁcation asym- metry, additional studies based on ensemble runs from higher-resolution models and an improved model setup with a more realistic gradual increase in the CO2 concentration are required.",2017,10.5194/esd-8-323-2017,rclone_drive,www.earth-syst-dynam.net/8/323/2017/ © Author(s) 2017. CC Attribution 3.0 License.,,,en,model; surface; base; antarctic; feedback; polar; arctic; ampli; cation; heat; temperature; runs
24f68f5f9ac3,"Atmos. Chem. Phys., 17, 10245–10258, 2017https://doi.org/10.5194/acp-17-10245-2017© Author(s) 2017. This work is distributed underthe Creative Commons Attribution 3.0 License.",". Particulate matter (PM) pollution on the periph- eries of Chinese megacities can be as serious as in cities themselves. Given the substantial vehicular emissions in inner-city areas, the direct transport of primary PM (e.g., black carbon and primary organics) and effective formation of secondary PM from precursors (e.g., NOx and volatile or- ganic compounds) can contribute to PM pollution in “buffer” zones between cities. To investigate how trafﬁc emissions in inner-city areas impact these adjacent buffer zones, a suite of real-time instruments were deployed in Panyu, downwind from central Guangzhou, from November to December 2014. Nitrate mass fraction was higher on high-PM days, with the average nitrate-to-sulfate ratio increasing from around 0.35 to 1.5 as the PM mass concentration increased from 10 to 160 µgm−3. Particulate nitrate was strongly correlated with excess ammonium (([NH+ 4 ] / [SO2− 4 ] −1.5) × [SO2− 4 ]), with higher concentrations in December than in November due to lower temperatures. The organic mass fraction was the highest across all PM1 levels throughout the campaign. While organic aerosols (OA) were dominated by secondary organic aerosols (SOA = semi-volatile oxygenated organic aerosols + low-volatility oxygenated organic aerosols) as a campaign average, freshly emitted hydrocarbon-like organic aerosols (HOA) contributed up to 40 % of OA during high- OA periods, which typically occurred at nighttime and con- tributed 23.8 to 28.4 % on average. This was due to daytime trafﬁc restrictions on heavy-duty vehicles in Guangzhou, and HOA almost increased linearly with total OA concentration. SOA increased as odd oxygen (Ox = O3 + NO2) increased during the day due to photochemistry. A combination of nighttime trafﬁc emissions and daytime photochemistry con- tributed to the buildup of PM in Panyu. The mitigation of PM pollution in inner-city areas by reducing vehicular trafﬁc can potentially improve air quality in peripheral areas.",". Particulate matter (PM) pollution on the periph- eries of Chinese megacities can be as serious as in cities themselves. Given the substantial vehicular emissions in inner-city areas, the direct transport of primary PM (e.g., black carbon and primary organics) and effective formation of secondary PM from precursors (e.g., NOx and volatile or- ganic compounds) can contribute to PM pollution in “buffer” zones between cities. To investigate how trafﬁc emissions in inner-city areas impact these adjacent buffer zones, a suite of real-time instruments were deployed in Panyu, downwind from central Guangzhou, from November to December 2014. Nitrate mass fraction was higher on high-PM days, with the average nitrate-to-sulfate ratio increasing from around 0.35 to 1.5 as the PM mass concentration increased from 10 to 160 µgm−3. Particulate nitrate was strongly correlated with excess ammonium (([NH+ 4 ] / [SO2− 4 ] −1.5) × [SO2− 4 ]), with higher concentrations in December than in November due to lower temperatures. The organic mass fraction was the highest across all PM1 levels throughout the campaign. While organic aerosols (OA) were dominated by secondary organic aerosols (SOA = semi-volatile oxygenated organic aerosols + low-volatility oxygenated organic aerosols) as a campaign average, freshly emitted hydrocarbon-like organic aerosols (HOA) contributed up to 40 % of OA during high- OA periods, which typically occurred at nighttime and con- tributed 23.8 to 28.4 % on average. This was due to daytime trafﬁc restrictions on heavy-duty vehicles in Guangzhou, and HOA almost increased linearly with total OA concentration. SOA increased as odd oxygen (Ox = O3 + NO2) increased during the day due to photochemistry. A combination of nighttime trafﬁc emissions and daytime photochemistry con- tributed to the buildup of PM in Panyu. The mitigation of PM pollution in inner-city areas by reducing vehicular trafﬁc can potentially improve air quality in peripheral areas.",2017,10.5194/acp-17-10245-2017,rclone_drive,© Author(s) 2017. This work is distributed under the Creative Commons Attribution 3.0 License.,,from November to December,en,nitrate; atmos; mass; organic; chem; phys; aerosol; zhang; china; high; emissions; particulate
d58090b6e93f,"MARINE ECOLOGY PROGRESS SERIESMar Ecol Prog SerVol. 484: 17–32, 2013doi: 10.3354/meps10277Published June 12","A more comprehensive understanding of how ocean temperatures influence coc co - lithophorid production of particulate inorganic carbon (PIC) will make it easier to constrain the effect of ocean acidification in the future. We studied the effect of temperature on Emiliania huxleyi PIC production in the Barents Sea using ocean colour remote sensing data. Gross annual PIC production was calculated for 1998−2011 from SeaWiFS and MODIS data and coupled with results from previous studies to create a time-series from 1979−2011. Using that data, we investi- gated (1) correlations between various climate indices, models and temperature recordings of the Kola transect, and (2) the dynamics of temperature and PIC production. A strong inverse correla- tion (r2 = 0.88) was found between the strength of the North Atlantic subpolar gyre (SPG) with a 3 yr lead and major trends in temperatures from the Kola transect. The effect of ocean temperature on PIC production was complex but generally positive, explaining roughly 50% of the annual vari- ability and indicating that rising temperatures in the North Atlantic may favour coccolithophorid PIC production in the Barents Sea. Positive phases of the Atlantic multidecadal oscillation tended to precede PIC blooms by 1 yr. KEY WORDS: Subpolar gyre · Barents Sea · Temperature effect · Atlantic multidecadal oscilla- tion · Calcification · Coccolithophorid · Remote sensing Resale or republication not permitted without written consent of the publisher Mar Ecol Prog Ser 484: 17–32, 2013 (Merico et al. 2004). In the case of the Bering Sea, the appearance of E. huxleyi blooms was connected to the El Niño event in 1997, with a par ticularly shallow mixed layer depth (MLD) and resulting high sea sur- face temperature (SST) 3−4°C above normal (Vance et al. 1998, but see Merico et al. 2003). Studies have yet to discover similar connections between the E. huxleyi bloom occurrence in the Barents Sea and large-scale climate forces in the Atlantic. There is a strong link between atmospheric forcing and variations in ocean circulation. The subpolar gyre (SPG) has been used as a proxy of ocean current systems in the North Atlantic from altimetry data (Häkkinen 2001, Häkkinen & Rhines 2004). Here, sea surface height (SSH) is used to reflect changes in both heat storage (Häkkinen & Rhines 2004, Hátún et al. 2005) and water buoyancy (Larsen et al. 2012). The main forcing mechanisms behind the strength of the SPG are the wind stress curl (WSC) a","A more comprehensive understanding of how ocean temperatures influence coc co - lithophorid production of particulate inorganic carbon (PIC) will make it easier to constrain the effect of ocean acidification in the future. We studied the effect of temperature on Emiliania huxleyi PIC production in the Barents Sea using ocean colour remote sensing data. Gross annual PIC production was calculated for 1998−2011 from SeaWiFS and MODIS data and coupled with results from previous studies to create a time-series from 1979−2011. Using that data, we investi- gated (1) correlations between various climate indices, models and temperature recordings of the Kola transect, and (2) the dynamics of temperature and PIC production. A strong inverse correla- tion (r2 = 0.88) was found between the strength of the North Atlantic subpolar gyre (SPG) with a 3 yr lead and major trends in temperatures from the Kola transect. The effect of ocean temperature on PIC production was complex but generally positive, explaining roughly 50% of the annual vari- ability and indicating that rising temperatures in the North Atlantic may favour coccolithophorid PIC production in the Barents Sea. Positive phases of the Atlantic multidecadal oscillation tended to precede PIC blooms by 1 yr. KEY WORDS: Subpolar gyre · Barents Sea · Temperature effect · Atlantic multidecadal oscilla- tion · Calcification · Coccolithophorid · Remote sensing Resale or republication not permitted without written consent of the publisher Mar Ecol Prog Ser 484: 17–32, 2013 (Merico et al. 2004). In the case of the Bering Sea, the appearance of E. huxleyi blooms was connected to the El Niño event in 1997, with a par ticularly shallow mixed layer depth (MLD) and resulting high sea sur- face temperature (SST) 3−4°C above normal (Vance et al. 1998, but see Merico et al. 2003). Studies have yet to discover similar connections between the E. huxleyi bloom occurrence in the Barents Sea and large-scale climate forces in the Atlantic. There is a strong link between atmospheric forcing and variations in ocean circulation. The subpolar gyre (SPG) has been used as a proxy of ocean current systems in the North Atlantic from altimetry data (Häkkinen 2001, Häkkinen & Rhines 2004). Here, sea surface height (SSH) is used to reflect changes in both heat storage (Häkkinen & Rhines 2004, Hátún et al. 2005) and water buoyancy (Larsen et al. 2012). The main forcing mechanisms behind the strength of the SPG are the wind stress curl (WSC) a",2013,10.3354/meps10277,rclone_drive,Inter-Research,Subpolar gyre; Barents Sea; Temperature effect; Atlantic multidecadal oscilla,Marine Ecology Progress Series 484:17,en,barents; production; ocean; bloom; atlantic; data; kola; temperature; huxleyi; blooms; north; time
923bab325a27,"Atmos. Chem. Phys., 12, 10271–10279, 2012www.atmos-chem-phys.net/12/10271/2012/doi:10.5194/acp-12-10271-2012© Author(s) 2012. CC Attribution 3.0 License.",". Quantum calculations are used to determine the stability of reactive gaseous mercury (Hg(II)) compounds likely to be formed in the Br-initiated oxidation of gaseous elemental mercury (Hg(0)). Due to the absence of any evi- dence, current models neglect the possible reaction of BrHg with abundant radicals such as NO, NO2, HO2, ClO, or BrO. The present work demonstrates that BrHg forms stable com- pounds, BrHgY, with all of these radicals except NO. Addi- tional calculations on the analogous ClHgY compounds re- veal that the strength of the XHg-Y bond (for X = Cl, Br) varies little with the identity of the halogen. Calculations fur- ther suggest that HO2 and NO3 do not form strong bonds with Hg(0), and cannot initiate Hg(0) oxidation in the gas phase. The theoretical approach is validated by compari- son to published data on HgX2 compounds, both from ex- periment and highly reﬁned quantum chemical calculations. Quantum calculations on the stability of the anions of XHgY are carried out in order to aid future laboratory studies aimed at molecular-level characterization of gaseous Hg(II) com- pounds. Spectroscopic data on BrHg is analyzed to determine the equilibrium constant for its formation, and BrHg is deter- mined to be much less stable than previously estimated. An expression is presented for the rate constant for BrHg disso- ciation.",". Quantum calculations are used to determine the stability of reactive gaseous mercury (Hg(II)) compounds likely to be formed in the Br-initiated oxidation of gaseous elemental mercury (Hg(0)). Due to the absence of any evi- dence, current models neglect the possible reaction of BrHg with abundant radicals such as NO, NO2, HO2, ClO, or BrO. The present work demonstrates that BrHg forms stable com- pounds, BrHgY, with all of these radicals except NO. Addi- tional calculations on the analogous ClHgY compounds re- veal that the strength of the XHg-Y bond (for X = Cl, Br) varies little with the identity of the halogen. Calculations fur- ther suggest that HO2 and NO3 do not form strong bonds with Hg(0), and cannot initiate Hg(0) oxidation in the gas phase. The theoretical approach is validated by compari- son to published data on HgX2 compounds, both from ex- periment and highly reﬁned quantum chemical calculations. Quantum calculations on the stability of the anions of XHgY are carried out in order to aid future laboratory studies aimed at molecular-level characterization of gaseous Hg(II) com- pounds. Spectroscopic data on BrHg is analyzed to determine the equilibrium constant for its formation, and BrHg is deter- mined to be much less stable than previously estimated. An expression is presented for the rate constant for BrHg disso- ciation.",2012,10.5194/acp-12-10271-2012,rclone_drive,www.atmos-chem-phys.net/12/10271/2012/ © Author(s) 2012. CC Attribution 3.0 License.,,with abundant radicals such as,en,chem; brhg; phys; mercury; atmos; bond; rate; radicals; ccsd; reaction; reactions; energies
d958baa82cf0,"RADIOCARBON, Vol 44, Nr 1, 2002, p 149–157 © 2002 by the Arizona Board of Regents on behalf of the University of Arizona",". Radiocarbon (14C) produced by cosmogenic processes in the atmosphere reacts rapidly with atomic oxygen to form 14CO. The primary sink for this species is oxidation by the OH radical, the single most important oxidation mechanism for pollutants in the atmosphere. Hence, knowledge of the spatial and temporal distribution of 14CO allows important infer- ences to be made about atmospheric transport processes and the distribution of OH. Because the chemical lifetime of 14CO against OH attack is relatively short, 1–3 months, its distribution in the atmosphere should show modulations due to changes in 14C production caused by variations in the solar cycle. In this work we present a simple methodology to provide a time series of global 14C production to help interpret time series of atmospheric 14CO measurements covering the whole of solar cycle 23. We use data from neutron monitors, a readily available proxy for global 14C production, and show that an existing 6-year time series of 14CO data from Baring Head, New Zealand, tracks changes in global 14C production at the onset of solar cycle 23.",". Radiocarbon (14C) produced by cosmogenic processes in the atmosphere reacts rapidly with atomic oxygen to form 14CO. The primary sink for this species is oxidation by the OH radical, the single most important oxidation mechanism for pollutants in the atmosphere. Hence, knowledge of the spatial and temporal distribution of 14CO allows important infer- ences to be made about atmospheric transport processes and the distribution of OH. Because the chemical lifetime of 14CO against OH attack is relatively short, 1–3 months, its distribution in the atmosphere should show modulations due to changes in 14C production caused by variations in the solar cycle. In this work we present a simple methodology to provide a time series of global 14C production to help interpret time series of atmospheric 14CO measurements covering the whole of solar cycle 23. We use data from neutron monitors, a readily available proxy for global 14C production, and show that an existing 6-year time series of 14CO data from Baring Head, New Zealand, tracks changes in global 14C production at the onset of solar cycle 23.",2002,10.1017/S0033822200064754,rclone_drive,A SIMPLE PROCEDURE FOR EVALUATING GLOBAL COSMOGENIC 14C PRODUCTION IN THE ATMOSPHERE USING NEUTRON MONITOR DATA,,lowe-art.fm,en,production; solar; atmospheric; data; neutron; time; global; atmosphere; series; rate; cycle; cosmogenic
679591cd2452,UC BerkeleyParks Stewardship Forum,"In 2015, the United Nations adopted a series of 17 Sustainable Development Goals (SDGs) and 169 individual targets with the aim of achieving these within 15 years, i.e., by 2030. These ambitious goals include ending poverty and hunger, facilitating sus­ tainable economic growth and social development, and protecting the environment. Using Gill and Smith (2021) as a major source, this paper outlines the potential role that the geosciences and geoscientists as geopractitioners can play in contributing to the achievement of the SDGs.","In 2015, the United Nations adopted a series of 17 Sustainable Development Goals (SDGs) and 169 individual targets with the aim of achieving these within 15 years, i.e., by 2030. These ambitious goals include ending poverty and hunger, facilitating sus­ tainable economic growth and social development, and protecting the environment. Using Gill and Smith (2021) as a major source, this paper outlines the potential role that the geosciences and geoscientists as geopractitioners can play in contributing to the achievement of the SDGs.",2022,10.5070/P538156120,rclone_drive,Parks Stewardship Forum The potential role of the geosciences in contributing to the UN’s Sustainable,,Publication Date,en,sustainable; development; resources; geoscientists; goals; climate; geosciences; geoscience; nature; parks; role; gill
f6feb7eddfc1,Contents lists available at ScienceDirect,"The current increase in atmospheric CO2 concentration induces changes in the seawater carbonate system re- sulting in decreased pH and calcium carbonate saturation state, a phenomenon called ocean acidification (OA). OA has long been considered as a major threat to echinoderms because their extensive endoskeleton is made of high‑magnesium calcite, one of the most soluble forms of calcium carbonate. Numerous studies addressed this question in sea urchins, but very few questioned the impact of OA on the sea star skeleton, although members of this taxon do not compensate their extracellular pH, contrary to most sea urchins. In the present study, adults of the common sea star, Asterias rubens from Kiel Fjord, a site experiencing natural acidification events exceeding pCO2 levels of 2500 μatm, were chronically exposed to different levels of simulated ocean acidification (pHT-SW 8.0, 7.4, 7.2), encompassing present and future conditions, for the duration of 109 days. Corrosion and me- chanical properties of skeletal elements were studied using scanning electron microscopy, three-point bending tests as well as nanoindentation. The spines were significantly corroded at pHT-SW 7.4 and below while the ambulacral plates were only affected at pHT-SW 7.2. Nanoindentation of newly formed spines and ambulacral plates did not reveal significant CO2-induced differences in skeleton hardness or elasticity across treatments. Results of three-point bending tests revealed significantly reduced characteristic strength and fracture force of ambulacral plates from the median arm segment at pHT-SW 7.4 and below. These plates are those supporting the tube feet involved in the opening of bivalves during feeding and in the animal attachment to the substrate. Under reduced seawater pH, this might result in fracture of sea star plates during predation on mussel. The present results predict a possible impact of ocean acidification on the skeletal integrity of a marine keystone predator.","The current increase in atmospheric CO2 concentration induces changes in the seawater carbonate system re- sulting in decreased pH and calcium carbonate saturation state, a phenomenon called ocean acidification (OA). OA has long been considered as a major threat to echinoderms because their extensive endoskeleton is made of high‑magnesium calcite, one of the most soluble forms of calcium carbonate. Numerous studies addressed this question in sea urchins, but very few questioned the impact of OA on the sea star skeleton, although members of this taxon do not compensate their extracellular pH, contrary to most sea urchins. In the present study, adults of the common sea star, Asterias rubens from Kiel Fjord, a site experiencing natural acidification events exceeding pCO2 levels of 2500 μatm, were chronically exposed to different levels of simulated ocean acidification (pHT-SW 8.0, 7.4, 7.2), encompassing present and future conditions, for the duration of 109 days. Corrosion and me- chanical properties of skeletal elements were studied using scanning electron microscopy, three-point bending tests as well as nanoindentation. The spines were significantly corroded at pHT-SW 7.4 and below while the ambulacral plates were only affected at pHT-SW 7.2. Nanoindentation of newly formed spines and ambulacral plates did not reveal significant CO2-induced differences in skeleton hardness or elasticity across treatments. Results of three-point bending tests revealed significantly reduced characteristic strength and fracture force of ambulacral plates from the median arm segment at pHT-SW 7.4 and below. These plates are those supporting the tube feet involved in the opening of bivalves during feeding and in the animal attachment to the substrate. Under reduced seawater pH, this might result in fracture of sea star plates during predation on mussel. The present results predict a possible impact of ocean acidification on the skeletal integrity of a marine keystone predator.",2003,10.1016/j.jembe.2020.151335,rclone_drive,Sarah Di Giglio,Ocean acidification,"Journal of Experimental Marine Biology and Ecology, 526 (2020) 151335. doi:10.1016/j.jembe.2020.151335",en,plates; ambulacral; distal; ocean; rubens; segment; proximal; acidification; corrosion; table; significantly; median
