doc_id;path;nombre_doc;pb_drive;1stpb;2ndpb;3rdpb
763c5ac1d0cb;7 - Biosphere Integrity/No SDG/An Analysis on Sustainable Development and Green Economy.pdf;An Analysis on Sustainable Development and Green Economy.pdf;7;;;
9c540c6b7af5;6 - Land System Change/SDG7/temp_batch/Investigating thermal properties of gas-filled planetary regoliths using a thermal probe.pdf;Investigating thermal properties of gas-filled planetary regoliths using a thermal probe.pdf;6;;;
3e5fff353a4c;6 - Land System Change/SDG13/temp_batch/Climatic conditions for emergence and flight of mountain pine beetle_ implications for long-distance dispersal.pdf;Climatic conditions for emergence and flight of mountain pine beetle_ implications for long-distance dispersal.pdf;6;7;1;
f21bc832abc6;6 - Land System Change/No SDG/temp_batch/Disturbance type and species life history predict mammal responses to humans.pdf;Disturbance type and species life history predict mammal responses to humans.pdf;6;7;;
9e1320ce502d;6 - Land System Change/SDG13/Hurricane Forecasts with a Mesoscale Suite of Models.pdf;Hurricane Forecasts with a Mesoscale Suite of Models.pdf;6;;;
dbd6c72cd37b;6 - Land System Change/SDG7/Seasonal Correction of Offshore Wind Energy Potential due to Air Density_ Case of the Iberian Peninsula.pdf;Seasonal Correction of Offshore Wind Energy Potential due to Air Density_ Case of the Iberian Peninsula.pdf;6;1;;
b68bd4348e6d;6 - Land System Change/SDG11/MM5 simulations of a SCOS97-NARSTO episode.pdf;MM5 simulations of a SCOS97-NARSTO episode.pdf;6;4;8;
362e76793312;6 - Land System Change/SDG1/Infectious disease emergence and global change_ thinking systemically in a shrinking world.pdf;Infectious disease emergence and global change_ thinking systemically in a shrinking world.pdf;6;1;7;
888d4516378f;6 - Land System Change/SDG13/temp_batch/Commentaries on Top-Cited Boundary-Layer Meteorology Articles.pdf;Commentaries on Top-Cited Boundary-Layer Meteorology Articles.pdf;6;2;;
bbf5ed8cca66;6 - Land System Change/No SDG/temp_batch/Early Lycophyte Evolution.pdf;Early Lycophyte Evolution.pdf;6;;;
697b132b1c14;6 - Land System Change/SDG12/temp_batch/Recyclability, durability and water vapour adsorption of unstabilised and stabilised compressed earth bricks.pdf;Recyclability, durability and water vapour adsorption of unstabilised and stabilised compressed earth bricks.pdf;6;9;7;
fd5e38820a05;6 - Land System Change/No SDG/temp_batch/Spatial Analysis of the Drivers, Characteristics, and Effects of Forest Fragmentation.pdf;Spatial Analysis of the Drivers, Characteristics, and Effects of Forest Fragmentation.pdf;6;7;6;
3bbd6f08b6ac;6 - Land System Change/No SDG/temp_batch/Systems Approach to Management of Water Resources—Toward Performance Based Water Resources Engineering.pdf;Systems Approach to Management of Water Resources—Toward Performance Based Water Resources Engineering.pdf;6;5;1;
662818aff829;6 - Land System Change/SDG11/Synoptic Tactics_ Mapping Territorial Transgressions.pdf;Synoptic Tactics_ Mapping Territorial Transgressions.pdf;6;6;;
d418cdcbdedd;6 - Land System Change/SDG7/Evaluation of the Surface Energy Balance System (SEBS) applied to ASTER imagery with flux-measurements at the SPARC 2004 site (Barrax, Spain).pdf;Evaluation of the Surface Energy Balance System (SEBS) applied to ASTER imagery with flux-measurements at the SPARC 2004 site (Barrax, Spain).pdf;6;;;
bc0e0fcc32f5;6 - Land System Change/SDG7/temp_batch/A comparison of eddy-covariance and large aperture scintillometer measurements with respect to the energy balance closure problem.pdf;A comparison of eddy-covariance and large aperture scintillometer measurements with respect to the energy balance closure problem.pdf;6;1;;
70f693b8a76e;6 - Land System Change/SDG6/Water Group Exospheres and Surface Interactions on the Moon, Mercury, and Ceres.pdf;Water Group Exospheres and Surface Interactions on the Moon, Mercury, and Ceres.pdf;6;;;
8e0c39744cf1;6 - Land System Change/SDG4/Modern Hard SF_ Simulating Physics in Virtual Reality in Cixin Liu’s _The Three-Body Problem_.pdf;Modern Hard SF_ Simulating Physics in Virtual Reality in Cixin Liu’s _The Three-Body Problem_.pdf;6;;;
da95dfe229ec;5 - Global Freshwater Use/No SDG/temp_batch/Internal secular variability in an ocean general circulation model.pdf;Internal secular variability in an ocean general circulation model.pdf;5;;;
61c5ef71efb6;5 - Global Freshwater Use/SDG14/Legal Lamination to Transboundary Movement of Plastic Pollutants.pdf;Legal Lamination to Transboundary Movement of Plastic Pollutants.pdf;5;8;;
9275249d37b1;5 - Global Freshwater Use/No SDG/temp_batch/History, Status, and Future of Oyster Culture in France.pdf;History, Status, and Future of Oyster Culture in France.pdf;5;8;;
0473ab551ece;5 - Global Freshwater Use/No SDG/Analysis of global Aeromonas veronii genomes provides novel information on source of infection and virulence in human gastrointestinal diseases.pdf;Analysis of global Aeromonas veronii genomes provides novel information on source of infection and virulence in human gastrointestinal diseases.pdf;5;5;7;
efb1b08a09c7;5 - Global Freshwater Use/No SDG/temp_batch/Climatologically Significant Effects of Some Approximations in the Bulk Parameterizations of Turbulent Air–Sea Fluxes.pdf;Climatologically Significant Effects of Some Approximations in the Bulk Parameterizations of Turbulent Air–Sea Fluxes.pdf;5;;;
6fa69e1a923c;5 - Global Freshwater Use/SDG14/temp_batch/Eddy characteristics in the eastern South Pacific.pdf;Eddy characteristics in the eastern South Pacific.pdf;5;1;;
2d635b9a81d1;5 - Global Freshwater Use/No SDG/Green method of stemming the tide of invasive marine and freshwater organisms by natural filtration of shipping ballast water.pdf;Green method of stemming the tide of invasive marine and freshwater organisms by natural filtration of shipping ballast water.pdf;5;7;8;
2cca03b7a82b;5 - Global Freshwater Use/No SDG/Forecasting changes in precipitation and temperatures of a regional watershed in Northern Iraq using LARS-WG model.pdf;Forecasting changes in precipitation and temperatures of a regional watershed in Northern Iraq using LARS-WG model.pdf;5;1;5;
600784de6428;5 - Global Freshwater Use/SDG14/temp_batch/Deglacial ice sheet meltdown_ orbital pacemaking and CO<sub>2<_sub> effects.pdf;Deglacial ice sheet meltdown_ orbital pacemaking and CO<sub>2<_sub> effects.pdf;5;1;;
e94f3a3a8624;5 - Global Freshwater Use/SDG2/Development of healthy and sustainable food-based dietary guidelines for the Netherlands.pdf;Development of healthy and sustainable food-based dietary guidelines for the Netherlands.pdf;5;;;
81a2071c7d3b;5 - Global Freshwater Use/No SDG/temp_batch/Sensor Capability and Atmospheric Correction in Ocean Colour Remote Sensing.pdf;Sensor Capability and Atmospheric Correction in Ocean Colour Remote Sensing.pdf;5;9;;
a8f8fca16a7f;5 - Global Freshwater Use/No SDG/Assessment of biodiversity, global distribution, and putative ecological niches of suessiacean dinoflagellates by DNA metabarcoding.pdf;Assessment of biodiversity, global distribution, and putative ecological niches of suessiacean dinoflagellates by DNA metabarcoding.pdf;5;7;;
7f70ba66f24a;5 - Global Freshwater Use/SDG13/Understanding model diversity in future precipitation projections for South America.pdf;Understanding model diversity in future precipitation projections for South America.pdf;5;1;;
b1fb9424d9f7;5 - Global Freshwater Use/SDG11/Use of reinforced ice as alternative building material in cold regions_ an overview.pdf;Use of reinforced ice as alternative building material in cold regions_ an overview.pdf;5;;;
e4ada14572db;5 - Global Freshwater Use/No SDG/Thermal tolerances of Popenaias popeii (Texas hornshell) and its host fish from the Rio Grande Basin, Texas.pdf;Thermal tolerances of Popenaias popeii (Texas hornshell) and its host fish from the Rio Grande Basin, Texas.pdf;5;7;5;
491cd02d01cd;5 - Global Freshwater Use/SDG13/Atlantic Geoscience Society.pdf;Atlantic Geoscience Society.pdf;5;7;;
28dff27f6410;5 - Global Freshwater Use/No SDG/Environmental Impact Assessment of a 1 kW Proton-Exchange Membrane Fuel Cell_ A Mid-Point and End-Point Analysis.pdf;Environmental Impact Assessment of a 1 kW Proton-Exchange Membrane Fuel Cell_ A Mid-Point and End-Point Analysis.pdf;5;8;1;
b39624d6c38a;1 - Climate Change/No SDG/temp_batch/The role of hydrological modelling uncertainties in climate change impact assessments of Irish river catchments.pdf;The role of hydrological modelling uncertainties in climate change impact assessments of Irish river catchments.pdf;1;1;5;
ff153d55d5fd;1 - Climate Change/SDG15/temp_batch/Preventive Medicine for Person, Place, and Planet_ Revisiting the Concept of High-Level Wellness in the Planetary Health Paradigm.pdf;Preventive Medicine for Person, Place, and Planet_ Revisiting the Concept of High-Level Wellness in the Planetary Health Paradigm.pdf;1;;;
03c55a425a95;1 - Climate Change/SDG13/Weakening of the global atmospheric circulation with global warming.pdf;Weakening of the global atmospheric circulation with global warming.pdf;1;1;;
d6963dd457eb;1 - Climate Change/SDG2/temp_batch/We need a sustainable consumption pattern.pdf;We need a sustainable consumption pattern.pdf;1;;;
11e601dd40d6;1 - Climate Change/SDG7/Outlook for Offshore Wind Energy Development in Mexico from WRF Simulations and CMIP6 Projections.pdf;Outlook for Offshore Wind Energy Development in Mexico from WRF Simulations and CMIP6 Projections.pdf;1;1;;
b4accb5e5f62;1 - Climate Change/SDG4/The Impact of Environmental Education on Environmental and Renewable Energy Technology Awareness_ Empirical Evidence from Colombia.pdf;The Impact of Environmental Education on Environmental and Renewable Energy Technology Awareness_ Empirical Evidence from Colombia.pdf;1;;;
ab2d096a1aaf;2 - Ocean Acidification/No SDG/Microbial and biogeochemical responses to projected future nitrate enrichment in the California upwelling system.pdf;Microbial and biogeochemical responses to projected future nitrate enrichment in the California upwelling system.pdf;2;4;;
01a70dbf979d;2 - Ocean Acidification/No SDG/temp_batch/Influence of dispersal processes on the global dynamics of Emperor penguin, a species threatened by climate change.pdf;Influence of dispersal processes on the global dynamics of Emperor penguin, a species threatened by climate change.pdf;2;7;1;
9480a86811a3;2 - Ocean Acidification/No SDG/temp_batch/Combining Natural History Collections with Fisher Knowledge for Community-Based Conservation in Fiji.pdf;Combining Natural History Collections with Fisher Knowledge for Community-Based Conservation in Fiji.pdf;2;7;;
06cdb4126b53;2 - Ocean Acidification/SDG14/Future Opportunities in Scientific Ocean Drilling_ Illuminating Planetary Habitability.pdf;Future Opportunities in Scientific Ocean Drilling_ Illuminating Planetary Habitability.pdf;2;;;
a60e993db94a;2 - Ocean Acidification/No SDG/CO2-induced fertilization impairment in Strongylocentrotus droebachiensis collected in the Arctic.pdf;CO2-induced fertilization impairment in Strongylocentrotus droebachiensis collected in the Arctic.pdf;2;2;;
ed3a2e5f0c07;2 - Ocean Acidification/No SDG/Sponge-Microbe Associations Survive High Nutrients and Temperatures.pdf;Sponge-Microbe Associations Survive High Nutrients and Temperatures.pdf;2;4;;
99797683fbaf;3 - Stratospheric Ozone Depletion/No SDG/Nitrogen isotope ratio of atmospheric N2O as a key to the global cycle of N2O..pdf;Nitrogen isotope ratio of atmospheric N2O as a key to the global cycle of N2O..pdf;3;4;;
50137c06d495;3 - Stratospheric Ozone Depletion/No SDG/Precipitation of salts in freezing seawater and ozone depletion events_ a status report.pdf;Precipitation of salts in freezing seawater and ozone depletion events_ a status report.pdf;3;;;
f89be8cffe97;3 - Stratospheric Ozone Depletion/No SDG/temp_batch/Simple measures of ozone depletion in the polar stratosphere.pdf;Simple measures of ozone depletion in the polar stratosphere.pdf;3;3;;
e7048da28511;3 - Stratospheric Ozone Depletion/No SDG/Life cycle environmental performance and improvement of a yogurt product delivery system.pdf;Life cycle environmental performance and improvement of a yogurt product delivery system.pdf;3;1;3;
c4fb799a37fd;3 - Stratospheric Ozone Depletion/No SDG/temp_batch/Photoprotective and biotechnological potentials of cyanobacterial sheath pigment, scytonemin.pdf;Photoprotective and biotechnological potentials of cyanobacterial sheath pigment, scytonemin.pdf;3;3;;
9ba110d31936;3 - Stratospheric Ozone Depletion/No SDG/Synergetic Aerosol Layer Observation After the 2015 Calbuco Volcanic Eruption Event.pdf;Synergetic Aerosol Layer Observation After the 2015 Calbuco Volcanic Eruption Event.pdf;3;9;;
670ceeb7641d;4 - Biogeochemical Flows/No SDG/Global distribution of carbonate rocks and karst water resources.pdf;Global distribution of carbonate rocks and karst water resources.pdf;4;;;
437469852fd9;4 - Biogeochemical Flows/SDG13/Data, Models and Earth History in Deep Convolution_ Paleoclimate Simulations and their Epistemological Unrest.pdf;Data, Models and Earth History in Deep Convolution_ Paleoclimate Simulations and their Epistemological Unrest.pdf;4;;;
730088fdf1e2;4 - Biogeochemical Flows/No SDG/A round-trip ticket_ the importance of release processes for in-stream nutrient spiraling.pdf;A round-trip ticket_ the importance of release processes for in-stream nutrient spiraling.pdf;4;4;;
1a4300b95a49;4 - Biogeochemical Flows/No SDG/temp_batch/Redistribution of soil metals and organic carbon via lateral flowpaths at the catchment scale in a glaciated upland setting.pdf;Redistribution of soil metals and organic carbon via lateral flowpaths at the catchment scale in a glaciated upland setting.pdf;4;;;
c882a9731d06;4 - Biogeochemical Flows/No SDG/temp_batch/Producer Nutritional Quality Controls Ecosystem Trophic Structure.pdf;Producer Nutritional Quality Controls Ecosystem Trophic Structure.pdf;4;;;
00050f80240e;4 - Biogeochemical Flows/No SDG/Linking agricultural crop management and air quality models for regional to national-scale nitrogen assessments.pdf;Linking agricultural crop management and air quality models for regional to national-scale nitrogen assessments.pdf;4;4;;
e9722863b198;5 - Global Freshwater Use/No SDG/temp_batch/Impacts of Mainstream Hydropower Dams on Fisheries and Agriculture in Lower Mekong Basin.pdf;Impacts of Mainstream Hydropower Dams on Fisheries and Agriculture in Lower Mekong Basin.pdf;5;;;
c36b323b0cc5;5 - Global Freshwater Use/SDG13/temp_batch/The impact of oceanic heat transport on the atmospheric circulation.pdf;The impact of oceanic heat transport on the atmospheric circulation.pdf;5;;;
3e713b4c8d88;5 - Global Freshwater Use/No SDG/Evaluation of the Grey Water Footprint Comparing the Indirect Effects of Different Agricultural Practices.pdf;Evaluation of the Grey Water Footprint Comparing the Indirect Effects of Different Agricultural Practices.pdf;5;5;;
57ada172ece4;5 - Global Freshwater Use/No SDG/Geographic Variability of Sea-Level Change.pdf;Geographic Variability of Sea-Level Change.pdf;5;1;;
ab931c264219;5 - Global Freshwater Use/No SDG/Consistent characterisation factors at midpoint and endpoint relevant to agricultural water scarcity arising from freshwater consumption.pdf;Consistent characterisation factors at midpoint and endpoint relevant to agricultural water scarcity arising from freshwater consumption.pdf;5;5;;
47599affd9a3;5 - Global Freshwater Use/No SDG/Optimization of Urban Water Consumption in Residential Buildings.pdf;Optimization of Urban Water Consumption in Residential Buildings.pdf;5;5;;
b2e0093480c9;6 - Land System Change/SDG11/temp_batch/Sand, silt, salt, water_ entropy as a lens for design in post-industrial landscapes.pdf;Sand, silt, salt, water_ entropy as a lens for design in post-industrial landscapes.pdf;6;;;
e54a64612267;6 - Land System Change/No SDG/temp_batch/On the nature of rainfall intermittency as revealed by different metrics and sampling approaches.pdf;On the nature of rainfall intermittency as revealed by different metrics and sampling approaches.pdf;6;;;
a4fb643800d7;6 - Land System Change/SDG13/Radioactivity in the Atmosphere.pdf;Radioactivity in the Atmosphere.pdf;6;;;
8bcd8f4ff779;6 - Land System Change/No SDG/Impacts of land tenure arrangements on the adaptive capacity of marginalized groups_ The case of Ghanaâ€™s Ejura Sekyedumase and Bongo districts.pdf;Impacts of land tenure arrangements on the adaptive capacity of marginalized groups_ The case of Ghanaâ€™s Ejura Sekyedumase and Bongo districts.pdf;6;;;
6f65d7f2f5f8;6 - Land System Change/No SDG/Analyzing The Impacts Of Land Cover Change To The Hydrologic And Hydraulic Behaviours Of The Philippines Third Largest River Basin.pdf;Analyzing The Impacts Of Land Cover Change To The Hydrologic And Hydraulic Behaviours Of The Philippines Third Largest River Basin.pdf;6;6;5;
d002a922aec5;6 - Land System Change/No SDG/temp_batch/Linking the Abundance of Estuarine Fish and Crustaceans in Nearshore Waters to Shoreline Hardening and Land Cover.pdf;Linking the Abundance of Estuarine Fish and Crustaceans in Nearshore Waters to Shoreline Hardening and Land Cover.pdf;6;6;7;
0f84341d7e44;7 - Biosphere Integrity/No SDG/Scaling up area-based conservation to implement the Global Biodiversity Frameworkâ€™s 30x30 target_ The role of Natureâ€™s Strongholds.pdf;Scaling up area-based conservation to implement the Global Biodiversity Frameworkâ€™s 30x30 target_ The role of Natureâ€™s Strongholds.pdf;7;7;;
915bef103e53;7 - Biosphere Integrity/SDG15/Influence of contemporary warming on landscape-zonal systems of the East-European sub-continent_ Predictive empirical-statistical modeling.pdf;Influence of contemporary warming on landscape-zonal systems of the East-European sub-continent_ Predictive empirical-statistical modeling.pdf;7;1;;
31d4a72f9d6f;7 - Biosphere Integrity/No SDG/The role and significance of environmental safety in the system of ensuring the stateâ€™s economic security.pdf;The role and significance of environmental safety in the system of ensuring the stateâ€™s economic security.pdf;7;;;
78dc23f39924;7 - Biosphere Integrity/No SDG/temp_batch/Revisiting Biodiversity and Ecosystem Functioning through the Lens of Complex Adaptive Systems.pdf;Revisiting Biodiversity and Ecosystem Functioning through the Lens of Complex Adaptive Systems.pdf;7;7;;
5d9cbb3d18a7;7 - Biosphere Integrity/No SDG/The Microplastics Cycle_ An In-Depth Look at a Complex Topic.pdf;The Microplastics Cycle_ An In-Depth Look at a Complex Topic.pdf;7;8;;
691e52606885;7 - Biosphere Integrity/No SDG/Dispersal network structure and infection mechanism shape diversity in a coevolutionary bacteria-phage system.pdf;Dispersal network structure and infection mechanism shape diversity in a coevolutionary bacteria-phage system.pdf;7;;;
bb758b998875;8 - Novel Entities/SDG13/A new parameterization of ice heterogeneous nucleation coupled to aerosol chemistry in WRF-Chem model version 3.5.1_ evaluation through ISDAC measurements.pdf;A new parameterization of ice heterogeneous nucleation coupled to aerosol chemistry in WRF-Chem model version 3.5.1_ evaluation through ISDAC measurements.pdf;8;9;;
12b645b93197;8 - Novel Entities/No SDG/Co-Administration of Resveratrol and Lipoic Acid, or Their Synthetic Combination, Enhances Neuroprotection in a Rat Model of Ischemia_Reperfusion.pdf;Co-Administration of Resveratrol and Lipoic Acid, or Their Synthetic Combination, Enhances Neuroprotection in a Rat Model of Ischemia_Reperfusion.pdf;8;;;
aa624c008b5e;8 - Novel Entities/SDG13/Impact of present and future aircraft NOx and aerosol emissions on atmospheric composition and associated direct radiative forcing of climate.pdf;Impact of present and future aircraft NOx and aerosol emissions on atmospheric composition and associated direct radiative forcing of climate.pdf;8;1;9;
a2f98caf3a74;8 - Novel Entities/SDG2/temp_batch/Development and evaluation of 4WSS electric-driven chassis for high-clearance sprayer.pdf;Development and evaluation of 4WSS electric-driven chassis for high-clearance sprayer.pdf;8;;;
8319c3cdd2d2;8 - Novel Entities/SDG15/Methodology for Lidar Monitoring of Biomass Burning Smoke in Connection with the Land Cover.pdf;Methodology for Lidar Monitoring of Biomass Burning Smoke in Connection with the Land Cover.pdf;8;9;;
788da8b73d1d;8 - Novel Entities/No SDG/Scale-up and evaluation of high solid ionic liquid pretreatment and enzymatic hydrolysis of switchgrass.pdf;Scale-up and evaluation of high solid ionic liquid pretreatment and enzymatic hydrolysis of switchgrass.pdf;8;;;
ec09b2719157;9 - Atmospheric Aerosol Loading/No SDG/temp_batch/Estimation of Asian dust aerosol effect on cloud radiation forcing using Fu-Liou radiative model and CERES measurements.pdf;Estimation of Asian dust aerosol effect on cloud radiation forcing using Fu-Liou radiative model and CERES measurements.pdf;9;9;;
683e518543a2;9 - Atmospheric Aerosol Loading/No SDG/Optical Calibration and Equivalence of a Multiwavelength Thermal_Optical Carbon Analyzer.pdf;Optical Calibration and Equivalence of a Multiwavelength Thermal_Optical Carbon Analyzer.pdf;9;9;;
5ff6f8d3fec5;9 - Atmospheric Aerosol Loading/No SDG/Comparison and complementary use of in situ and remote sensing aerosol measurements in the Athens Metropolitan Area.pdf;Comparison and complementary use of in situ and remote sensing aerosol measurements in the Athens Metropolitan Area.pdf;9;9;;
83964a920703;9 - Atmospheric Aerosol Loading/No SDG/Effect of volcanic emissions on clouds during the 2008 and 2018 Kilauea degassing events.pdf;Effect of volcanic emissions on clouds during the 2008 and 2018 Kilauea degassing events.pdf;9;9;;
83a1b1987b47;9 - Atmospheric Aerosol Loading/No SDG/A first comparison of TROPOMI aerosol layer height (ALH) to CALIOP data.pdf;A first comparison of TROPOMI aerosol layer height (ALH) to CALIOP data.pdf;9;9;;
f13c652030d7;9 - Atmospheric Aerosol Loading/No SDG/Black carbon formation by savanna fires_ Measurements and implications for the global carbon cycle.pdf;Black carbon formation by savanna fires_ Measurements and implications for the global carbon cycle.pdf;9;7;1;
