doc_id,llm_primary_pb,llm_primary_conf,llm_secondary_pbs,llm_rejected_pbs,llm_reasoning,inference_time_sec
763c5ac1d0cb,None,N/A,None,None,Step1 metrics found: None. Step2 candidates: None. Step3 exclusions: None. Step4 dominant focus: None.,2.3117806911468506
42c958306230,PB5,High,None,None,"Step1 metrics found: ['water retention capacity', 'soil-ecological units', 'physical parameters', 'granularity', 'relief morphometric parameters']. Step2 candidates: [PB5]. Step3 exclusions: None. Step4 dominant focus: PB5.",3.882964611053467
6adf36ff1a69,PB8,High,None,"PB1, PB4, PB5, PB6, PB7, PB9","Step1 metrics found: heavy metals (copper, lead and manganese), humic acid, vitamin C., vitamin E., glutathione, tomato (Lycopirsecon esculentum Mill) cv. Alissa, kidney bean (Phaseolus vulgaris L) cv. Giza 3 plants, vegetative growth parameters, chlorophyll a, chlorophyll b, fresh weight per plant, fruit number per plant, total fruit yield per feddan, heavy metals content in roots, leaves and fruits, quality and storability of tomato and kidney bean fruits. Step2 candidates: PB8 (Novel Entities). Step3 exclusions: None. Step4 dominant focus: PB8.",8.002221822738647
21ecc353ac74,None,N/A,None,None,Step1 metrics found: None. Step2 candidates: None. Step3 exclusions: None. Step4 dominant focus: None.,2.3322861194610596
cb831c750a69,None,N/A,None,None,Step1 metrics found: None. Step2 candidates: None. Step3 exclusions: None. Step4 dominant focus: None.,2.324803352355957
78dc23f39924,PB7,High,None,None,"Step1 metrics found: ['biodiversity', 'ecosystem functioning', 'species', 'ecological processes']. Step2 candidates: [PB7]. Step3 exclusions: None. Step4 dominant focus: PB7.",3.4579193592071533
5d9cbb3d18a7,PB8,High,None,None,"Step1 metrics found: ['microplastics', 'plastic particles', 'toxic compounds']. Step2 candidates: [PB8]. Step3 exclusions: None. Step4 dominant focus: PB8.",3.460169792175293
fd7c9736c65e,None,N/A,None,None,Step1 metrics found: None. Step2 candidates: None. Step3 exclusions: None. Step4 dominant focus: None.,2.38996958732605
bb758b998875,PB9,High,None,None,"Step1 metrics found: ['ice clouds', 'heterogeneous ice nucleation', 'aerosol chemistry', 'Weather Research and Forecasting model coupled with chemistry (WRF-Chem)', 'ice water content (IWC)']. Step2 candidates: [PB9]. Step3 exclusions: []. Step4 dominant focus: PB9.",4.333754539489746
12b645b93197,PB8,High,None,None,"Step1 metrics found: [infarct volume, neuroprotection, ischemic stroke, reperfusion]. Step2 candidates: [PB8 (Novel Entities)]. Step3 exclusions: None. Step4 dominant focus: PB8.",3.834974765777588
eac718b2695f,None,N/A,None,None,Step1 metrics found: None. Step2 candidates: None. Step3 exclusions: None. Step4 dominant focus: None.,2.321835517883301
aa624c008b5e,PB1,High,None,PB9,"Step1 metrics found: ['NOx emissions', 'global climate impact', 'ozone levels', 'methane levels', 'local air quality', 'LMDZ-INCA global model', 'troposphere chemistry', 'stratosphere chemistry', 'sulfate-nitrate-ammonium cycle']. Step2 candidates: [PB1, PB9]. Step3 exclusions: [PB9 (no explicit particulate matter or aerosol loading)]. Step4 dominant focus: [PB1].",5.5581581592559814
b98dbc59db77,None,N/A,None,None,Step1 metrics found: None. Step2 candidates: None. Step3 exclusions: None. Step4 dominant focus: None.,2.4536232948303223
86f81d458b73,None,N/A,None,None,Step1 metrics found: None. Step2 candidates: None. Step3 exclusions: None. Step4 dominant focus: None.,2.360715389251709
6f01ecadd134,None,N/A,None,None,Step1 metrics found: None. Step2 candidates: None. Step3 exclusions: None. Step4 dominant focus: None.,2.274538278579712
920f794e4330,None,N/A,None,None,Step1 metrics found: []. Step2 candidates: []. Step3 exclusions: []. Step4 dominant focus: [].,2.227800130844116
5aaab1fa33a3,PB9,High,None,None,"Step1 metrics found: ['aerosol speciation', 'size distribution', 'AERONET aerosol optical depth (AOD)', 'aerosol size distribution (ASD)', 'particulate matter PM2.5', 'PM10', 'inorganic species (nitrate, sulfate and ammonium)']. Step2 candidates: [PB9]. Step3 exclusions: None. Step4 dominant focus: PB9.",5.244183301925659
366136a3d081,None,N/A,None,None,Step1 metrics found: None. Step2 candidates: None. Step3 exclusions: None. Step4 dominant focus: None.,2.2750706672668457
8319c3cdd2d2,PB9,High,None,None,"Step1 metrics found: ['Lidar measurements', 'aerosol pollution layers', 'mean optical properties', 'intensive parameters', 'HYSPLIT dispersion model', 'satellite-derived land cover products']. Step2 candidates: [PB9]. Step3 exclusions: None. Step4 dominant focus: PB9.",4.118759393692017
e727426383d4,PB9,High,None,None,"Step1 metrics found: ['pollutant concentrations', 'particulate matter of less than 10 µm in diameter', 'nitrogen dioxide']. Step2 candidates: [PB9]. Step3 exclusions: None. Step4 dominant focus: PB9.",3.861959457397461
bb87293d7644,None,N/A,None,None,Step1 metrics found: None. Step2 candidates: None. Step3 exclusions: None. Step4 dominant focus: None.,2.357119560241699
3d6573117d0b,None,N/A,None,None,Step1 metrics found: None. Step2 candidates: None. Step3 exclusions: None. Step4 dominant focus: None.,2.3295695781707764
788da8b73d1d,PB8,High,None,None,"Step1 metrics found: ['Ionic liquid (IL) pretreatment', 'lignocellulosic biomass', 'fermentable sugars']. Step2 candidates: [PB8]. Step3 exclusions: None. Step4 dominant focus: PB8.",3.699199914932251
73261bea95b6,None,N/A,None,None,Step1 metrics found: None. Step2 candidates: None. Step3 exclusions: None. Step4 dominant focus: None.,2.3546364307403564
455162266eca,None,N/A,None,None,Step1 metrics found: []. Step2 candidates: []. Step3 exclusions: []. Step4 dominant focus: [].,2.185469388961792
f13c652030d7,PB9,High,None,PB1,"Step1 metrics found: ['black carbon formation', 'volatilization ratios of C, H, N, and S', 'sulfur volatilization', 'H/C ratio in the residue', 'formation of black carbon', 'degree of charring', 'nitrogen enrichment', 'carbon exposed to fire', 'carbon emitted as CO2']. Step2 candidates: [PB9 (Atmospheric Aerosol Loading), PB1 (Climate Change)]. Step3 exclusions: [PB1 due to lack of explicit climate driver or warming language]. Step4 dominant focus: [PB9].",6.500299453735352
ec09b2719157,PB9,High,None,None,"Step1 metrics found: ['cloud radiative forcing', 'instantaneous short-wave, longwave and net cloud radiative forcing', 'satellite-retrieved cloud properties']. Step2 candidates: [PB9]. Step3 exclusions: None. Step4 dominant focus: PB9.",3.937708854675293
683e518543a2,PB9,High,None,None,"Step1 metrics found: ['organic carbon (OC)', 'elemental carbon (EC)', 'reflectance (R)', 'transmittance (T)', 'total carbon (TC)']. Step2 candidates: [PB9]. Step3 exclusions: None. Step4 dominant focus: PB9.",4.016401052474976
496666e9b6da,PB9,High,None,None,"Step1 metrics found: ['aerosol', 'cloud droplets', 'cloud condensation nuclei (CCN)', 'cloud optical thickness', 'liquid water path', 'column CDNC', 'shortwave cloud forcing']. Step2 candidates: [PB9]. Step3 exclusions: None. Step4 dominant focus: PB9.",4.352246522903442
4f22542e7388,PB1,High,None,PB9,"Step1 metrics found: ['climate model boundary conditions', 'Eocene topography', 'bathymetry', 'tidal dissipation', 'vegetation', 'aerosol distributions', 'river runoff']. Step2 candidates: [PB1, PB9]. Step3 exclusions: [PB9 (no explicit particulate or aerosol mechanisms)]. Step4 dominant focus: [PB1].",4.8913655281066895
83a1b1987b47,PB9,High,None,None,"Step1 metrics found: ['TROPOMI level-2 aerosol layer height (ALH) product', 'oxygen A-band measurements', 'radiative transfer model (RTM) calculations', 'neural networks', 'iterative optimal estimation technique']. Step2 candidates: [PB9]. Step3 exclusions: []. Step4 dominant focus: PB9.",4.461951971054077
89c5bea6f4b6,None,N/A,None,None,Step1 metrics found: None. Step2 candidates: None. Step3 exclusions: None. Step4 dominant focus: None.,2.3381779193878174
ad9445fe976c,PB9,High,None,None,"Step1 metrics found: ['hygroscopic growth factor (GF)', 'relative humidity (RH)', 'probability distribution of GF', 'Kohler model']. Step2 candidates: [PB9]. Step3 exclusions: None. Step4 dominant focus: PB9.",3.9133596420288086
83964a920703,PB9,High,None,None,"Step1 metrics found: ['aerosol–cloud interactions', 'cloud effective radius', 'cloud droplet number concentration', 'cloud albedo', 'liquid water path', 'cloud fraction', 'convective parcels', 'ice nucleation on ash particles', 'ice crystal concentrations', 'ice water content']. Step2 candidates: [PB9]. Step3 exclusions: None. Step4 dominant focus: PB9.",4.935893535614014
9164ad05c489,PB9,High,None,None,"Step1 metrics found: ['aerosol optical depth (AOD)', 'spectral solar radiation', 'multi-year measurements of aerosol characteristics']. Step2 candidates: [PB9]. Step3 exclusions: []. Step4 dominant focus: PB9.",3.604372024536133
260cc6707374,PB4,High,None,PB9,"Step1 metrics found: ['dissolved organic matter (DOM)', 'total atmospheric deposition of DOM', 'dissolved organic carbon (DOC)', 'dissolved organic phosphorus (DOP)', 'dissolved organic nitrogen (DON)']. Step2 candidates: [PB4, PB9]. Step3 exclusions: [PB9]. Step4 dominant focus: [PB4].",4.850586414337158
0672168600bf,PB9,High,None,PB1,"Step1 metrics found: ['aerosols', 'cloud condensation nuclei (CCN)', 'non-refractory submicrometer aerosol mass loading', 'trace reactive gases', 'methanesulfonic acid (MSA)', 'dimethyl sulfide (DMS)']. Step2 candidates: [PB9]. Step3 exclusions: None. Step4 dominant focus: PB9.",5.036166191101074
7e7db277fd49,PB9,High,None,None,"Step1 metrics found: SO2 column densities, emission trends, viewing angles, solar zenith angles, posterior emissions estimates, surface SO2 concentrations. Step2 candidates: PB9 (Atmospheric Aerosol Loading). Step3 exclusions: None applicable. Step4 dominant focus: PB9.",5.001567363739014
edcffe92f4f7,PB9,High,None,None,"Step1 metrics found: PM10, PM2.5, ΣTM10, ΣTM2.5, trace metals (Zn, Pb, Mn, Sn, Ni, Cr, Cu, As, Ti, V, Ba, Cd, Hg). Step2 candidates: PB9 (Atmospheric Aerosol Loading) due to particulate matter and aerosols mentioned explicitly. Step3 exclusions: None applicable as the metrics clearly relate to atmospheric aerosol loading. Step4 dominant focus: PB9.",5.817906618118286
b9283c8bb52e,PB9,High,None,None,"Step1 metrics found: ['aerosols', 'particulate matter (PM)', 'PM10', 'AOD', 'Vertical Feature Mask (VFM)']. Step2 candidates: [PB9]. Step3 exclusions: None. Step4 dominant focus: PB9.",3.9962656497955322
d1fc7e47a220,PB9,High,None,None,"Step1 metrics found: ['secondary organic aerosol (SOA) particles', 'high-resolution time-of-flight aerosol mass spectrometer', 'particle mass loading', 'chemical composition', 'mass spectra', 'unit-mass-resolution m/z 44 (CO+2)', 'm/z 43 (predominantly C2H3O+)', 'CxHyOz fragments', 'atomic oxygen-to-carbon ratio']. Step2 candidates: [PB9]. Step3 exclusions: []. Step4 dominant focus: PB9.",5.878583192825317
56c7d6d62d7c,PB9,High,None,None,"Step1 metrics found: ['dust aerosols', 'single scattering albedo at 500 nm (SSA500)', 'surface radiation quantities', 'aerosol shortwave direct radiative forcing (ARF)', 'aerosol optical depth at 500 nm (AOD500)']. Step2 candidates: [PB9]. Step3 exclusions: None. Step4 dominant focus: PB9.",5.182098388671875
6c517c5bda80,PB9,High,None,None,"Step1 metrics found: ['mineral dust', 'Antarctic ice cores']. Step2 candidates: [PB9]. Step3 exclusions: []. Step4 dominant focus: PB9.",3.21005916595459
08f457a29ab7,PB9,High,None,None,"Step1 metrics found: ['reactive halogen chemistry', 'boundary layer components', 'trace gases', 'aerosol species', 'meteorological and chemical context', 'soluble gas and aerosol composition measurements', 'dust concentrations']. Step2 candidates: [PB9 (Atmospheric Aerosol Loading)]. Step3 exclusions: None. Step4 dominant focus: PB9.",4.752360582351685
